true_label,pred_label,confidence,correct
1,0,0.412397451476162,False
1,1,0.7423995490967346,True
1,0,0.25070492916719234,False
1,0,0.34618551739164416,False
1,1,0.7019184798448994,True
1,1,0.7618636658725485,True
1,0,0.0940168852155262,False
1,0,0.4321915856193279,False
1,0,0.01484555272611541,False
1,0,0.2889786358770612,False
1,0,0.43866502516649486,False
1,1,0.8785076493434967,True
1,0,0.4690557380463862,False
1,0,0.2558232775631728,False
1,0,0.2854811841965195,False
1,0,0.17655759947078895,False
1,0,0.419881198682816,False
1,1,0.6134007631758454,True
1,0,0.3878913513111749,False
1,0,0.14807479451803848,False
1,0,0.3531233072505818,False
1,0,0.16173255466024908,False
1,0,0.0063494018047124505,False
1,0,0.2311628386230683,False
1,0,0.2023046186353062,False
1,1,0.6017274041386526,True
1,0,0.3355414037370144,False
1,0,0.15219879767051514,False
1,0,0.4114252301574886,False
1,1,0.6439519148308573,True
1,0,0.3799291577969657,False
1,0,0.4864508961486953,False
1,0,0.3584601109406158,False
1,1,0.5067241023721791,True
1,1,0.7579114350151257,True
1,1,0.7197408494827052,True
1,0,0.07008234748612152,False
1,0,0.21062303287573161,False
1,0,0.4213151411812113,False
1,1,0.5240179144479318,True
1,1,0.7960687345351006,True
1,0,0.28985974302872175,False
1,0,0.2984783494645397,False
1,0,0.3156925794155598,False
1,0,0.4662955195291997,False
1,1,0.6403443348618328,True
1,0,0.13789598094916714,False
1,0,0.3986537109269565,False
1,0,0.08982512316809405,False
1,0,0.05419390593445589,False
1,0,0.3937885440410361,False
1,0,0.07616435858339651,False
1,0,0.4544704725792808,False
1,0,0.22463263083963628,False
1,1,0.7683336528192916,True
1,0,0.18385161003423792,False
1,0,0.48005880106201393,False
1,1,0.653929163205686,True
1,0,0.08121287602077756,False
1,1,0.5325902857557865,True
1,0,0.2724500213881496,False
1,1,0.5918624522040756,True
1,0,0.07435165114169659,False
1,0,0.3845833242586678,False
1,1,0.8397246334043559,True
1,1,0.7976093011204805,True
1,1,0.9905809315694006,True
1,0,0.2886481832107539,False
1,0,0.20924417984912866,False
1,0,0.06479098739969313,False
1,0,0.22986726329295742,False
1,0,0.06860998388768964,False
1,0,0.4420779331704349,False
1,1,0.6454616348782765,True
1,1,0.6266032241954583,True
1,1,0.8332020175288327,True
1,0,0.4292268130322868,False
1,1,0.7765170794022392,True
